ID,_Gamble_ID,_ITEM_ID,_ITEM_Count,_ITEM_Rare,_ITEM_Point,_Effect,_ITEM_ID_2,_ITEM_Count_2,_ITEM_Rare_2,_ITEM_Point_2,_Effect_2,_ITEM_ID_3,_ITEM_Count_3,_ITEM_Rare_3,_ITEM_Point_3,_Effect_3,_ITEM_ID_4,_ITEM_Count_4,_ITEM_Rare_4,_ITEM_Point_4,_Effect_4,_ITEM_ID_5,_ITEM_Count_5,_ITEM_Rare_5,_ITEM_Point_5,_Effect_5,_Reward_Message,_Reward_Message_Ely,_NoticeID,_World_MessageID,_Mice_type,_World_Message_TXT_Red,_World_Message_TXT_Green,_World_Message_TXT_Blue
42,190197002,180134426,20,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
43,190197002,180134426,30,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
44,190197002,180134426,50,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
45,190197002,180134426,70,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
46,190197002,180134426,90,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
47,190197002,180134427,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
48,190197002,180134427,20,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
49,190197002,180134427,30,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
50,190197002,180134427,50,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
51,190197002,180134427,90,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
52,190197002,180134428,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
53,190197002,180134428,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
54,190197002,180134428,15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
55,190197002,180134428,30,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
56,190197002,180134429,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
57,190197002,180134429,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
58,190197002,180134429,30,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
59,190197002,180134430,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
60,190197002,180134430,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
61,190197003,0,0,1,0,13004505,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,[10 Ely],,0,0,1,0,0,0
62,190197003,0,0,1,0,13004506,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,[20 Ely],,0,0,1,0,0,0
63,190197003,0,0,1,0,13004507,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,[30 Ely],,0,0,1,0,0,0
64,190197003,0,0,1,0,13004508,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,[40 Ely],,0,0,1,0,0,0
65,190197003,0,0,1,0,13004509,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,[50 Ely],,0,0,1,0,0,0
66,190197003,0,0,1,0,13004510,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,[70 Ely],,0,0,1,0,0,0
67,190197003,0,0,1,0,13004511,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,[110 Ely],,0,0,1,0,0,0
68,190197003,0,0,1,0,13004512,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,[150 Ely],,0,0,1,0,0,0
69,190197003,0,0,1,0,13004513,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,[220 Ely],,0,0,1,0,0,0
70,190197003,0,0,1,0,13004514,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,[320 Ely],,0,0,1,0,0,0
71,190197003,0,0,1,0,13004515,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,[460 Ely],,0,0,1,0,0,0
72,190197003,0,0,1,0,13004516,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,[660 Ely],,0,0,1,0,0,0
73,190197003,0,0,1,0,13004517,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,[950 Ely],,0,0,1,0,0,0
74,190197003,0,0,1,0,13004518,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"[1,380 Ely]",,0,0,1,0,0,0
75,190197003,0,0,1,0,13004519,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"[2,000 Ely]",,0,0,1,0,0,0
76,190197003,0,0,1,0,13004520,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"[2,900 Ely]",,0,0,1,0,0,0
77,190197003,0,0,1,0,13004521,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"[4,200 Ely]",,0,0,1,0,0,0
78,190197003,0,0,1,0,13004522,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"[6,090 Ely]",,0,0,1,0,0,0
79,190197003,0,0,1,0,13004523,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"[8,840 Ely]",,0,0,1,0,0,0
80,190197003,0,0,1,0,13004524,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"[12,810 Ely]",,0,0,1,0,0,0
81,190197003,0,0,1,0,13004525,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"[18,570 Ely]",,0,0,1,0,0,0
82,190197003,0,0,1,0,13004526,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"[26,930 Ely]",,0,0,1,0,0,0
83,190197003,0,0,1,0,13004527,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"[39,040 Ely]",,0,0,1,0,0,0
84,190197003,0,0,1,0,13004528,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"[56,610 Ely]",,0,0,1,0,0,0
85,190197003,0,0,1,0,13004529,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"[82,090 Ely]",,0,0,1,0,0,0
86,190197003,0,0,1,0,13004530,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"[119,020 Ely]",,0,0,1,0,0,0
87,190197003,0,0,1,0,13004531,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"[172,580 Ely]",,0,0,1,0,0,0
88,190197003,0,0,1,0,13004532,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"[250,240 Ely]",,0,0,1,0,0,0
89,190197003,0,0,1,0,13004533,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"[362,850 Ely]",,0,0,1,0,0,0
90,190197003,0,0,1,0,13004534,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"[500,000 Ely]",,0,0,1,0,0,0
91,190197004,170200101,2,1,0,13008201,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
92,190197004,170170302,50,1,0,13008201,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
93,190197004,170170501,15,1,0,13008201,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
94,190197004,170198101,3,1,0,13008201,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
95,190197004,190170201,1,1,0,13008201,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
96,190197004,190170201,1,1,0,13008201,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
97,190197004,190170201,1,1,0,13008201,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
98,190197004,170111402,1,1,0,13008201,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
99,190197004,190170909,1,1,0,13008201,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
100,190197004,190145849,3,1,0,13008201,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
101,190197004,190170901,1,1,0,13008201,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,17100001,17200001,1,255,255,255
102,190197004,190170902,1,1,0,13008201,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,17100001,17200001,1,255,255,255
103,190197004,190171047,1,1,0,13008201,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,17100001,17200001,1,255,255,255
104,190197004,190170906,1,1,0,13008201,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,17100001,17200001,1,255,255,255
105,190197005,170200101,3,1,0,13008202,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
106,190197005,170170302,50,1,0,13008202,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
107,190197005,170170501,20,1,0,13008202,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
108,190197005,170198101,3,1,0,13008202,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
109,190197005,190170201,1,1,0,13008202,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
110,190197005,190170201,1,1,0,13008202,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
111,190197005,190170201,1,1,0,13008202,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
112,190197005,170111402,1,1,0,13008202,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
113,190197005,190170909,1,1,0,13008202,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
114,190197005,190145849,4,1,0,13008202,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
115,190197005,190170901,1,1,0,13008202,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,17100001,17200001,1,255,255,255
116,190197005,190170902,1,1,0,13008202,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,17100001,17200001,1,255,255,255
117,190197005,190171047,1,1,0,13008202,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
118,190197005,190170906,1,1,0,13008202,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
119,190197005,170198421,1,1,0,13008202,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
120,190197005,170198422,1,1,0,13008202,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
121,190197006,170200101,4,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
122,190197006,170170303,60,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
123,190197006,170198421,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
124,190197006,170198422,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
125,190197006,190145849,5,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
126,190197006,190170909,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
127,190197006,190170910,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
128,190197006,170160101,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
129,190197006,170160201,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
130,190197006,170160301,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
131,190197006,170160401,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
132,190197006,170195401,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
133,190197006,170130112,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
134,190197006,170130120,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
135,190197006,170130124,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
136,190197006,170130133,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
137,190197006,170130113,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
138,190197006,170130117,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
139,190197006,170130115,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
140,190197006,170130116,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
141,190197006,170130114,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
142,190197006,170130119,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
143,190197006,190170901,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,17100001,17200001,1,255,255,255
144,190197006,190170902,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,17100001,17200001,1,255,255,255
145,190197006,190171047,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,17100001,17200001,1,255,255,255
146,190197006,190170906,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,17100001,17200001,1,255,255,255
147,190197006,170130403,1,1,0,13008203,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,17100001,17200001,1,255,255,255
148,190197007,170200101,5,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
149,190197007,170170303,99,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
150,190197007,170198421,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
151,190197007,170198422,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
152,190197007,190145849,7,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
153,190197007,190170909,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
154,190197007,190170910,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
155,190197007,170160801,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
156,190197007,170130141,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
157,190197007,170130142,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
158,190197007,170130143,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
159,190197007,170130145,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
160,190197007,170130146,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
161,190197007,170130144,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
162,190197007,170130118,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
163,190197007,170130125,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
164,190197007,190170901,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,17100001,17200001,1,255,255,255
165,190197007,190170902,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,17100001,17200001,1,255,255,255
166,190197007,190171047,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,17100001,17200001,1,255,255,255
167,190197007,190170906,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,17100001,17200001,1,255,255,255
168,190197007,170130403,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,17100001,17200001,1,255,255,255
169,190197007,190150801,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
170,190197007,190170101,1,1,0,13008204,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,1,0,0,0
171,190195601,170112201,1,1,0,13008720,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,獲得 [大吉],,0,0,1,0,0,0
172,190195601,170112202,1,1,0,13008720,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,獲得 [大吉],,0,0,1,0,0,0
173,190195601,170112203,1,1,0,13008720,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,獲得 [大吉],,0,0,1,0,0,0
174,190195601,170112204,1,1,0,13008720,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,獲得 [大吉],,0,0,1,0,0,0
175,190195601,170112205,1,1,0,13008721,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,獲得 [中吉],,0,0,1,0,0,0
176,190195601,170112206,1,1,0,13008721,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,獲得 [中吉],,0,0,1,0,0,0
177,190195601,170112207,1,1,0,13008721,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,獲得 [中吉],,0,0,1,0,0,0
